dataset,models_folder,tflite_models_folder,results_folder,seed,clean,preprocess,frame_length_in_s,frame_step_in_s,num_mel_bins,lower_frequency,upper_frequency,num_coefficients,prune,initial_sparsity,final_sparsity,batch_size,initial_learning_rate,end_learning_rate,epochs,latency_ms,tflite_model_size_kB,zip_tflite_model_size_kB,training_loss,training_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
/home/mveronesi/ml4iot/msc-data,/home/mveronesi/ml4iot/hw2/model/models,/home/mveronesi/ml4iot/hw2/model/tflite,/home/mveronesi/ml4iot/hw2/model/results,42,True,mfccs,0.04,0.02,40,20,4000,40,True,0.2,0.7,20,0.01,1e-05,1,259.6592903137207,1081.40234375,475.3154296875,0.5502115488052368,0.7412499785423279,0.5721267461776733,0.6700000166893005,0.5764374136924744,0.675000011920929
