dataset,models_folder,tflite_models_folder,results_folder,seed,clean,preprocess,frame_length_in_s,frame_step_in_s,num_mel_bins,lower_frequency,upper_frequency,num_coefficients,prune,initial_sparsity,final_sparsity,batch_size,initial_learning_rate,end_learning_rate,epochs,width_scaling,latency,latency_preprocess,latency_inference,tflite_model_size_kB,zip_tflite_model_size_kB,training_loss,training_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
/home/mveronesi/ml4iot/msc-data,/home/mveronesi/ml4iot/hw2/model/models,/home/mveronesi/ml4iot/hw2/model/tflite,/home/mveronesi/ml4iot/hw2/model/results,42,False,mfccs,0.032,0.016,10,20,4000,40,True,0.2,0.9,20,0.01,1e-05,1,0.5,10.735869407653809,10.54084300994873,0.19502639770507812,82.80859375,38.0205078125,0.6176242232322693,0.6600000262260437,0.673282265663147,0.7649999856948853,0.6682092547416687,0.7799999713897705
