dataset,models_folder,tflite_models_folder,results_folder,seed,clean,preprocess,frame_length_in_s,frame_step_in_s,num_mel_bins,lower_frequency,upper_frequency,num_coefficients,prune,initial_sparsity,final_sparsity,batch_size,initial_learning_rate,end_learning_rate,epochs,width_scaling,depthwise,model_name,latency,latency_preprocess,latency_inference,tflite_model_size_kB,zip_tflite_model_size_kB,training_loss,training_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
/home/mveronesi/msc-data,/home/mveronesi/ml4iot/hw2/model/models,/home/mveronesi/ml4iot/hw2/model/tflite,/home/mveronesi/ml4iot/hw2/model/results,42,True,mfccs,0.032,0.016,40,250,2000,11,False,0.2,0.7,20,0.01,1e-05,1,0.25,False,1671134256,5.000710487365723,4.784345626831055,0.21636486053466797,76.8046875,69.904296875,0.4838857650756836,0.784375011920929,0.9120285511016846,0.6399999856948853,0.7752113342285156,0.6949999928474426
