dataset,models_folder,tflite_models_folder,results_folder,seed,clean,preprocess,frame_length_in_s,frame_step_in_s,num_mel_bins,lower_frequency,upper_frequency,num_coefficients,prune,initial_sparsity,final_sparsity,batch_size,initial_learning_rate,end_learning_rate,epochs,latency,tflite_model_size,zip_tflite_model_size,training_loss,training_accuracy,val_loss,val_accuracy,test_loss,test_accuracy
/home/mveronesi/ml4iot/msc-data,/home/mveronesi/ml4iot/hw2/models,/home/mveronesi/ml4iot/hw2/tflite_models,/home/mveronesi/ml4iot/hw2/results,42,True,mfccs,0.04,0.02,40,20,4000,40,True,0.2,0.7,20,0.01,1e-05,1,64.60702419281006,1081.40234375,475.3173828125,0.5502115488052368,0.7412499785423279,0.5721267461776733,0.6700000166893005,0.5764373540878296,0.675000011920929
